state_fips,place_fips,name,state,lat,lng
06,60592,Richfield CDP,CA,39.973801,-122.173234
06,60606,Richgrove CDP,CA,35.796612,-119.106903
06,60620,Richmond city,CA,37.952278,-122.360609
06,60662,Richvale CDP,CA,39.493735,-121.750766
06,60704,Ridgecrest city,CA,35.628542,-117.663992
06,60705,Ridgecrest Heights CDP,CA,35.6019,-117.70418
06,60706,Ridgemark CDP,CA,36.808241,-121.36228
06,60900,Rio Dell city,CA,40.49557,-124.115163
06,60928,Rio del Mar CDP,CA,36.957899,-121.884823
06,60942,Rio Linda CDP,CA,38.687502,-121.441682
06,60970,Rio Oso CDP,CA,38.951823,-121.530974
06,60984,Rio Vista city,CA,38.176672,-121.703406
06,61012,Ripley CDP,CA,33.523788,-114.652992
06,61026,Ripon city,CA,37.742007,-121.130373
06,61068,Riverbank city,CA,37.726022,-120.94484
06,61096,Riverdale CDP,CA,36.430402,-119.867178
06,61106,Riverdale Park CDP,CA,37.602223,-121.039491
06,61108,Rivergrove CDP,CA,35.440294,-118.941085
06,61124,River Pines CDP,CA,38.545458,-120.742909
06,62000,Riverside city,CA,33.938143,-117.393168
06,62168,Robbins CDP,CA,38.866948,-121.707092
06,62200,Robinson Mill CDP,CA,39.485626,-121.320164
06,62364,Rocklin city,CA,38.806868,-121.249696
06,62490,Rodeo CDP,CA,38.036605,-122.253956
06,62496,Rodriguez Camp CDP,CA,35.808986,-119.138822
06,62546,Rohnert Park city,CA,38.347617,-122.700896
06,62602,Rolling Hills city,CA,33.760016,-118.347168
06,62625,Rolling Hills CDP,CA,36.903962,-119.796624
06,62644,Rolling Hills Estates city,CA,33.778442,-118.327432
06,62700,Rollingwood CDP,CA,37.965347,-122.330608
06,62756,Romoland CDP,CA,33.764806,-117.157107
06,62826,Rosamond CDP,CA,34.865627,-118.214767
06,62854,Rosedale CDP,CA,35.388608,-119.205742
06,62860,Rose Hills CDP,CA,34.009012,-118.041909
06,62896,Rosemead city,CA,34.06888,-118.08268
06,62910,Rosemont CDP,CA,38.547729,-121.355371
06,62938,Roseville city,CA,38.770296,-121.319634
06,62980,Ross town,CA,37.963821,-122.561614
06,63050,Rossmoor CDP,CA,33.788691,-118.080326
06,63106,Rough and Ready CDP,CA,39.234023,-121.138022
06,63134,Round Mountain CDP,CA,40.797463,-121.937988
06,63148,Round Valley CDP,CA,37.414163,-118.572273
06,63168,Rouse CDP,CA,37.619513,-121.008371
06,63218,Rowland Heights CDP,CA,33.970313,-117.890568
06,63302,Rumsey CDP,CA,38.893308,-122.243647
06,63316,Running Springs CDP,CA,34.211362,-117.104572
06,63386,Ruth CDP,CA,40.293849,-123.348335
06,63400,Rutherford CDP,CA,38.458864,-122.428831
06,64000,Sacramento city,CA,38.567694,-121.468161
06,64056,Sage CDP,CA,33.594066,-116.910385
06,64140,St. Helena city,CA,38.512806,-122.468076
06,64210,Salida CDP,CA,37.709123,-121.084825
06,64224,Salinas city,CA,36.690217,-121.633793
06,64252,Salmon Creek CDP,CA,38.346212,-123.059329
06,64294,Salton City CDP,CA,33.299426,-115.960947
06,64308,Salton Sea Beach CDP,CA,33.375855,-116.011475
06,64378,Salyer CDP,CA,40.876768,-123.573501
06,64392,Samoa CDP,CA,40.814609,-124.189215
06,64420,San Andreas CDP,CA,38.192691,-120.67318
06,64434,San Anselmo town,CA,37.982117,-122.569921
06,64462,San Antonio Heights CDP,CA,34.15642,-117.658705
06,64476,San Ardo CDP,CA,36.023699,-120.907307
06,65000,San Bernardino city,CA,34.14114,-117.294635
06,65028,San Bruno city,CA,37.62556,-122.431397
06,65042,San Buenaventura (Ventura) city,CA,34.26778,-119.254206
06,65070,San Carlos city,CA,37.499034,-122.267572
06,65084,San Clemente city,CA,33.449143,-117.61312
06,65112,Sand City city,CA,36.62177,-121.847668
06,66000,San Diego city,CA,32.814977,-117.135562
06,66004,San Diego Country Estates CDP,CA,33.009376,-116.787314
06,66070,San Dimas city,CA,34.107957,-117.808529
06,66140,San Fernando city,CA,34.288652,-118.436243
06,67000,San Francisco city,CA,37.727239,-123.032229
06,67042,San Gabriel city,CA,34.094636,-118.098469
06,67056,Sanger city,CA,36.698967,-119.557483
06,67070,San Geronimo CDP,CA,38.006713,-122.663266
06,67112,San Jacinto city,CA,33.798864,-116.995914
06,67126,San Joaquin city,CA,36.605569,-120.189922
06,68000,San Jose city,CA,37.296011,-121.814552
06,68014,San Juan Bautista city,CA,36.845132,-121.536949
06,68028,San Juan Capistrano city,CA,33.500889,-117.654388
06,68084,San Leandro city,CA,37.703368,-122.163036
06,68112,San Lorenzo CDP,CA,37.6759,-122.135973
06,68140,San Lucas CDP,CA,36.128349,-121.021732
06,68154,San Luis Obispo city,CA,35.266195,-120.668438
06,68196,San Marcos city,CA,33.132567,-117.169892
06,68224,San Marino city,CA,34.122671,-118.112911
06,68238,San Martin CDP,CA,37.082881,-121.596322
06,68252,San Mateo city,CA,37.56031,-122.3106
06,68263,San Miguel CDP,CA,37.886699,-122.036833
06,68266,San Miguel CDP,CA,35.753402,-120.692392
06,68294,San Pablo city,CA,37.962861,-122.342581
06,68308,San Pasqual CDP,CA,34.139222,-118.102524
06,68364,San Rafael city,CA,37.981003,-122.50693
06,68378,San Ramon city,CA,37.765258,-121.931987
06,68434,San Simeon CDP,CA,35.618206,-121.137438
06,69000,Santa Ana city,CA,33.736332,-117.8829
06,69070,Santa Barbara city,CA,34.403592,-119.713714
06,69084,Santa Clara city,CA,37.364621,-121.967973
06,69088,Santa Clarita city,CA,34.416504,-118.500693
06,69112,Santa Cruz city,CA,36.974385,-122.035268
06,69154,Santa Fe Springs city,CA,33.933565,-118.062611
06,69182,Santa Margarita CDP,CA,35.389426,-120.608159
06,69196,Santa Maria city,CA,34.933076,-120.443559
06,70000,Santa Monica city,CA,34.010911,-118.498245
06,70028,Santa Nella CDP,CA,37.101219,-121.015697
06,70042,Santa Paula city,CA,34.354941,-119.066271
06,70098,Santa Rosa city,CA,38.445824,-122.706181
06,70130,Santa Rosa Valley CDP,CA,34.245903,-118.901784
06,70140,Santa Susana CDP,CA,34.258582,-118.664319
06,70154,Santa Venetia CDP,CA,38.005538,-122.502811
06,70182,Santa Ynez CDP,CA,34.617457,-120.096355
06,70224,Santee city,CA,32.85499,-116.986056
06,70266,Saranap CDP,CA,37.887818,-122.076142
06,70280,Saratoga city,CA,37.268326,-122.02622
06,70322,Saticoy CDP,CA,34.282469,-119.142844
06,70336,Sattley CDP,CA,39.629945,-120.437275
06,70364,Sausalito city,CA,37.858369,-122.491844
06,70518,Scotia CDP,CA,40.478813,-124.104651
06,70588,Scotts Valley city,CA,37.055499,-122.011769
06,70644,Seacliff CDP,CA,36.977344,-121.918615
06,70686,Seal Beach city,CA,33.754399,-118.07132
06,70712,Sea Ranch CDP,CA,38.725274,-123.458314
06,70728,Searles Valley CDP,CA,35.770048,-117.396676
06,70742,Seaside city,CA,36.625058,-121.817804
06,70770,Sebastopol city,CA,38.400003,-122.827586
06,70798,Seeley CDP,CA,32.790475,-115.684982
06,70882,Selma city,CA,36.571728,-119.613879
06,70966,Sequoia Crest CDP,CA,36.185882,-118.625635
06,71000,Sereno del Mar CDP,CA,38.383671,-123.073148
06,71078,Seville CDP,CA,36.483533,-119.225868
06,71106,Shafter city,CA,35.479421,-119.201285
06,71134,Shandon CDP,CA,35.653609,-120.383148
06,71218,Shasta CDP,CA,40.592021,-122.477899
06,71225,Shasta Lake city,CA,40.676564,-122.380909
06,71246,Shaver Lake CDP,CA,37.099184,-119.325677
06,71302,Sheep Ranch CDP,CA,38.207433,-120.460192
06,71362,Shell Ridge CDP,CA,37.905919,-122.034399
06,71372,Shelter Cove CDP,CA,40.038954,-124.055825
06,71414,Sheridan CDP,CA,38.973111,-121.350946
06,71554,Shingle Springs CDP,CA,38.665855,-120.936208
06,71568,Shingletown CDP,CA,40.506094,-121.855665
06,71680,Shoshone CDP,CA,35.96723,-116.30877
06,71774,Sierra Brooks CDP,CA,39.642592,-120.215387
06,71778,Sierra City CDP,CA,39.572658,-120.627617
06,71806,Sierra Madre city,CA,34.168771,-118.050216
06,71834,Sierra Village CDP,CA,38.075627,-120.159336
06,71848,Sierraville CDP,CA,39.582232,-120.362065
06,71876,Signal Hill city,CA,33.803461,-118.169735
06,71918,Silverado CDP,CA,33.748176,-117.628479
06,71927,Silverado Resort CDP,CA,38.356302,-122.256334
06,71932,Silver City CDP,CA,36.466306,-118.649508
06,71964,Silver Lakes CDP,CA,34.74782,-117.344966
06,72016,Simi Valley city,CA,34.266887,-118.748458
06,72086,Sisquoc CDP,CA,34.861817,-120.294395
06,72156,Sky Valley CDP,CA,33.891237,-116.35504
06,72184,Sleepy Hollow CDP,CA,38.012039,-122.587686
06,72282,Smartsville CDP,CA,39.205273,-121.292916
06,72338,Smith Corner CDP,CA,35.478831,-119.277123
06,72380,Smith River CDP,CA,41.923802,-124.147825
06,72408,Snelling CDP,CA,37.52445,-120.436319
06,72478,Soda Bay CDP,CA,39.002431,-122.779476
06,72492,Soda Springs CDP,CA,39.324788,-120.378665
06,72506,Solana Beach city,CA,32.9913,-117.258062
06,72520,Soledad city,CA,36.434522,-121.317759
06,72576,Solvang city,CA,34.593758,-120.13968
06,72632,Somis CDP,CA,34.265263,-118.998406
06,72646,Sonoma city,CA,38.290331,-122.459831
06,72654,Sonoma State University CDP,CA,38.340565,-122.672884
06,72674,Sonora city,CA,37.981707,-120.382755
06,72688,Soquel CDP,CA,36.997762,-121.948248
06,72772,Soulsbyville CDP,CA,37.991289,-120.262791
06,72954,South Dos Palos CDP,CA,36.970701,-120.646731
06,72996,South El Monte city,CA,34.050377,-118.048384
06,73080,South Gate city,CA,33.944159,-118.192761
06,73108,South Lake Tahoe city,CA,38.928218,-119.981
06,73167,South Monrovia Island CDP,CA,34.123421,-117.995864
06,73178,South Oroville CDP,CA,39.476554,-121.543878
06,73220,South Pasadena city,CA,34.108957,-118.156615
06,73262,South San Francisco city,CA,37.655104,-122.376234
06,73276,South San Gabriel CDP,CA,34.047794,-118.095678
06,73290,South San Jose Hills CDP,CA,34.012332,-117.904363
06,73388,South Taft CDP,CA,35.129308,-119.4575
06,73430,South Whittier CDP,CA,33.93308,-118.030771
06,73554,Spaulding CDP,CA,40.655664,-120.78626
06,73612,Spreckels CDP,CA,36.624716,-121.646487
06,73654,Spring Garden CDP,CA,39.891971,-120.786617
06,73690,Spring Valley CDP,CA,39.076053,-122.584512
06,73696,Spring Valley CDP,CA,32.729948,-116.976401
06,73700,Spring Valley Lake CDP,CA,34.496818,-117.267587
06,73710,Springville CDP,CA,36.120867,-118.822825
06,73794,Squaw Valley CDP,CA,36.719141,-119.202677
06,73815,Squirrel Mountain Valley CDP,CA,35.617524,-118.404668
06,73868,Stallion Springs CDP,CA,35.092016,-118.657649
06,73906,Stanford CDP,CA,37.426933,-122.167741
06,73962,Stanton city,CA,33.800233,-117.993449
06,74021,Stebbins CDP,CA,35.40565,-119.314178
06,74130,Stevenson Ranch CDP,CA,34.38772,-118.584359
06,74144,Stevinson CDP,CA,37.324664,-120.849664
06,74172,Stinson Beach CDP,CA,37.902485,-122.650116
06,74186,Stirling City CDP,CA,39.904971,-121.537263
06,75000,Stockton city,CA,37.977243,-121.308865
06,75122,Stones Landing CDP,CA,40.691549,-120.734628
06,75154,Stonyford CDP,CA,39.369492,-122.543808
06,75252,Stratford CDP,CA,36.188464,-119.822247
06,75280,Strathmore CDP,CA,36.146117,-119.064341
06,75315,Strawberry CDP,CA,37.89125,-122.509166
06,75322,Strawberry CDP,CA,38.198384,-120.010343
06,75592,Sugarloaf Saw Mill CDP,CA,35.834299,-118.616541
06,75596,Sugarloaf Village CDP,CA,35.826851,-118.635447
06,75630,Suisun City city,CA,38.248334,-122.010066
06,75672,Sultana CDP,CA,36.545511,-119.337736
06,75714,Summerland CDP,CA,34.417182,-119.587494
06,75994,Sunnyside CDP,CA,36.729419,-119.694505
06,76015,Sunnyside-Tahoe City CDP,CA,39.148318,-120.170938
06,76040,Sunny Slopes CDP,CA,37.569376,-118.675836
06,77000,Sunnyvale city,CA,37.385797,-122.026316
06,77042,Sunol CDP,CA,37.585935,-121.880456
06,77308,Sun Village CDP,CA,34.559524,-117.956758
06,77364,Susanville city,CA,40.433674,-120.628306
06,77378,Sutter CDP,CA,39.155596,-121.749265
06,77392,Sutter Creek city,CA,38.392445,-120.798969
06,77430,Swall Meadows CDP,CA,37.50606,-118.642656
06,77574,Taft city,CA,35.126696,-119.424194
06,77588,Taft Heights CDP,CA,35.13375,-119.47114
06,77595,Taft Mosswood CDP,CA,37.911954,-121.282166
06,77700,Tahoe Vista CDP,CA,39.2468,-120.058578
06,77728,Tahoma CDP,CA,39.058245,-120.142067
06,77784,Talmage CDP,CA,39.131198,-123.163838
06,77805,Tamalpais-Homestead Valley CDP,CA,37.879129,-122.537889
06,77860,Tancred CDP,CA,38.761859,-122.154696
06,77924,Tara Hills CDP,CA,37.993845,-122.318781
06,77934,Tarina CDP,CA,35.3807,-118.817088
06,77960,Tarpey Village CDP,CA,36.794045,-119.701198
06,78008,Taylorsville CDP,CA,40.058662,-120.838675
06,78050,Tecopa CDP,CA,35.820581,-116.205051
06,78092,Tehachapi city,CA,35.142959,-118.446036
06,78106,Tehama city,CA,40.021776,-122.126901
06,78120,Temecula city,CA,33.493073,-117.131734
06,78126,Temelec CDP,CA,38.257755,-122.498198
06,78138,Temescal Valley CDP,CA,33.758003,-117.467159
06,78148,Temple City city,CA,34.102156,-118.057971
06,78162,Templeton CDP,CA,35.556024,-120.718166
06,78176,Tennant CDP,CA,41.578884,-121.917464
06,78232,Terminous CDP,CA,38.115256,-121.489558
06,78288,Terra Bella CDP,CA,35.960011,-119.038528
06,78336,Teviston CDP,CA,35.928872,-119.278332
06,78456,Thermal CDP,CA,33.626195,-116.130834
06,78470,Thermalito CDP,CA,39.508933,-121.601116
06,78568,Thornton CDP,CA,38.229659,-121.426063
06,78582,Thousand Oaks city,CA,34.19329,-118.874235
06,78596,Thousand Palms CDP,CA,33.815006,-116.354481
06,78638,Three Rivers CDP,CA,36.440041,-118.88028
06,78652,Three Rocks CDP,CA,36.505148,-120.393534
06,78666,Tiburon town,CA,37.886768,-122.462619
06,78715,Timber Cove CDP,CA,38.541089,-123.258786
06,78750,Tipton CDP,CA,36.057233,-119.313525
06,78792,Tobin CDP,CA,39.935798,-121.296491
06,78890,Tomales CDP,CA,38.24703,-122.905355
06,78932,Tonyville CDP,CA,36.247382,-119.090352
06,78949,Tooleville CDP,CA,36.287753,-119.115435
06,78960,Topanga CDP,CA,34.096777,-118.606021
06,79030,Topaz CDP,CA,38.638059,-119.501807
06,79529,Toro Canyon CDP,CA,34.423004,-119.560729
06,80000,Torrance city,CA,33.830453,-118.356618
06,80210,Trabuco Canyon CDP,CA,33.678228,-117.594009
06,80238,Tracy city,CA,37.727396,-121.452195
06,80266,Tranquillity CDP,CA,36.648007,-120.252542
06,80280,Traver CDP,CA,36.454111,-119.48373
06,80364,Tres Pinos CDP,CA,36.790382,-121.310564
06,80448,Trinidad city,CA,41.057708,-124.143255
06,80476,Trinity Center CDP,CA,40.984064,-122.708325
06,80483,Trinity Village CDP,CA,40.878916,-123.513207
06,80515,Trona CDP,CA,35.815821,-117.347348
06,80560,Trowbridge CDP,CA,38.926385,-121.514845
06,80588,Truckee town,CA,39.350548,-120.193943
06,80644,Tulare city,CA,36.199366,-119.341921
06,80686,Tulelake city,CA,41.95346,-121.474897
06,80763,Tuolumne City CDP,CA,37.962652,-120.241986
06,80784,Tupman CDP,CA,35.298743,-119.357674
06,80812,Turlock city,CA,37.505524,-120.859269
06,80854,Tustin city,CA,33.73092,-117.810599
06,80882,Tuttle CDP,CA,37.296508,-120.378867
06,80896,Tuttletown CDP,CA,38.010436,-120.441246
06,80952,Twain CDP,CA,40.035503,-121.040363
06,80966,Twain Harte CDP,CA,38.036943,-120.233918
06,80994,Twentynine Palms city,CA,34.147817,-116.065959
06,81048,Twin Lakes CDP,CA,38.162886,-119.341063
06,81050,Twin Lakes CDP,CA,36.961378,-121.991748
06,81134,Ukiah city,CA,39.146614,-123.210326
06,81204,Union City city,CA,37.602759,-122.01884
06,81302,University of California-Davis CDP,CA,38.537704,-121.7579
06,81312,University of California-Merced CDP,CA,37.364083,-120.418831
06,81316,University of California-Santa Barbara CDP,CA,34.417825,-119.846713
06,81344,Upland city,CA,34.116073,-117.659922
06,81358,Upper Lake CDP,CA,39.16505,-122.905182
06,81554,Vacaville city,CA,38.358621,-121.968601
06,81638,Valinda CDP,CA,34.040033,-117.930057
06,81652,Vallecito CDP,CA,38.083203,-120.468331
06,81666,Vallejo city,CA,38.106909,-122.262339
06,81708,Valle Vista CDP,CA,33.743363,-116.888783
06,81722,Valley Acres CDP,CA,35.208668,-119.410651
06,81736,Valley Center CDP,CA,33.232994,-117.015763
06,81778,Valley Ford CDP,CA,38.32456,-122.914733
06,81792,Valley Home CDP,CA,37.827241,-120.914343
06,81869,Valley Ranch CDP,CA,39.740342,-120.564895
06,81890,Valley Springs CDP,CA,38.189378,-120.825279
06,81925,Valley Wells CDP,CA,35.880729,-117.335676
06,81967,Val Verde CDP,CA,34.450423,-118.671784
06,82072,Vandenberg AFB CDP,CA,34.727986,-120.506467
06,82086,Vandenberg Village CDP,CA,34.71174,-120.461933
06,82334,Verdi CDP,CA,39.526969,-120.023394
06,82422,Vernon city,CA,34.001123,-118.210869
06,82562,Victor CDP,CA,38.138465,-121.19876
06,82590,Victorville city,CA,34.527735,-117.353579
06,82667,View Park-Windsor Hills CDP,CA,33.994472,-118.347762
06,82744,Villa Park city,CA,33.817985,-117.811293
06,82786,Vina CDP,CA,39.93418,-122.051706
06,82815,Vincent CDP,CA,34.098268,-117.923801
06,82842,Vine Hill CDP,CA,38.007117,-122.087297
06,82852,Vineyard CDP,CA,38.474035,-121.323995
06,82929,Virginia Lakes CDP,CA,38.043473,-119.259877
06,82954,Visalia city,CA,36.32803,-119.328519
06,82996,Vista city,CA,33.189683,-117.238579
06,83085,Vista Santa Rosa CDP,CA,33.621451,-116.208816
06,83094,Volcano CDP,CA,38.450614,-120.621768
06,83108,Volta CDP,CA,37.082353,-120.91448
06,83262,Walker CDP,CA,38.518502,-119.473051
06,83304,Wallace CDP,CA,38.199838,-120.964242
06,83332,Walnut city,CA,34.037195,-117.855606
06,83346,Walnut Creek city,CA,37.902666,-122.040479
06,83374,Walnut Grove CDP,CA,38.250594,-121.534973
06,83402,Walnut Park CDP,CA,33.968233,-118.221948
06,83460,Warm Springs CDP,CA,33.706681,-117.334347
06,83494,Warner Valley CDP,CA,40.404355,-121.340562
06,83542,Wasco city,CA,35.593785,-119.367101
06,83570,Washington CDP,CA,39.359158,-120.790497
06,83612,Waterford city,CA,37.642685,-120.754152
06,83626,Waterloo CDP,CA,38.036452,-121.184555
06,83668,Watsonville city,CA,36.923587,-121.772395
06,83724,Waukena CDP,CA,36.139104,-119.510973
06,83730,Wautec CDP,CA,41.354315,-123.862288
06,83766,Wawona CDP,CA,37.544674,-119.638674
06,83794,Weaverville CDP,CA,40.740655,-122.929022
06,83850,Weed city,CA,41.412087,-122.380966
06,83863,Weedpatch CDP,CA,35.235892,-118.909561
06,83906,Weitchpec CDP,CA,41.194593,-123.688847
06,83948,Weldon CDP,CA,35.644103,-118.309088
06,84004,Weott CDP,CA,40.322772,-123.920622
06,84116,West Athens CDP,CA,33.923453,-118.303301
06,84120,West Bishop CDP,CA,37.362768,-118.475046
06,84144,West Carson CDP,CA,33.823139,-118.293685
06,84200,West Covina city,CA,34.055941,-117.909937
06,84345,West Goshen CDP,CA,36.349183,-119.457374
06,84385,Westhaven-Moonstone CDP,CA,41.036117,-124.09083
06,84410,West Hollywood city,CA,34.088268,-118.371831
06,84438,Westlake Village city,CA,34.136675,-118.817367
06,84480,Westley CDP,CA,37.546908,-121.200915
06,84536,West Menlo Park CDP,CA,37.433824,-122.20342
06,84550,Westminster city,CA,33.752292,-117.993868
06,84578,West Modesto CDP,CA,37.617519,-121.032828
06,84592,Westmont CDP,CA,33.941682,-118.301834
06,84606,Westmorland city,CA,33.038996,-115.622441
06,84680,West Park CDP,CA,36.705526,-119.851548
06,84732,West Point CDP,CA,38.406819,-120.542592
06,84774,West Puente Valley CDP,CA,34.05228,-117.966717
06,84780,West Rancho Dominguez CDP,CA,33.904332,-118.267777
06,84816,West Sacramento city,CA,38.554368,-121.548663
06,84863,Westside CDP,CA,36.404202,-120.134326
06,84921,West Whittier-Los Nietos CDP,CA,33.975998,-118.068929
06,84928,Westwood CDP,CA,40.30522,-121.003503
06,85012,Wheatland city,CA,39.031163,-121.389996
06,85086,Whitehawk CDP,CA,39.720609,-120.553583
06,85208,Whitewater CDP,CA,33.93559,-116.687212
06,85222,Whitley Gardens CDP,CA,35.656322,-120.508112
06,85250,Whitmore CDP,CA,40.61251,-121.935906
06,85292,Whittier city,CA,33.966827,-118.020122
06,85446,Wildomar city,CA,33.617278,-117.258312
06,85551,Wilkerson CDP,CA,37.277339,-118.391588
06,85586,Williams city,CA,39.14978,-122.138968
06,85587,Williams Canyon CDP,CA,33.728913,-117.639438
06,85600,Willits city,CA,39.405006,-123.348889
06,85614,Willowbrook CDP,CA,33.920834,-118.236915
06,85642,Willow Creek CDP,CA,40.93933,-123.6411
06,85684,Willows city,CA,39.514752,-122.199178
06,85810,Wilseyville CDP,CA,38.376483,-120.486844
06,85866,Wilsonia CDP,CA,36.734598,-118.955847
06,85880,Wilton CDP,CA,38.412977,-121.212718
06,85894,Winchester CDP,CA,33.71463,-117.077398
06,85922,Windsor town,CA,38.542099,-122.808613
06,85992,Winter Gardens CDP,CA,32.837512,-116.926555
06,86020,Winterhaven CDP,CA,32.737183,-114.637798
06,86034,Winters city,CA,38.533271,-121.975473
06,86076,Winton CDP,CA,37.385427,-120.617364
06,86174,Wofford Heights CDP,CA,35.714951,-118.472664
06,86216,Woodacre CDP,CA,38.005174,-122.63831
06,86230,Woodbridge CDP,CA,38.172065,-121.308915
06,86244,Woodcrest CDP,CA,33.878946,-117.368671
06,86300,Woodlake city,CA,36.412828,-119.100718
06,86328,Woodland city,CA,38.67116,-121.750043
06,86380,Woodlands CDP,CA,35.028873,-120.552393
06,86440,Woodside town,CA,37.42215,-122.258593
06,86482,Woodville CDP,CA,36.09268,-119.201226
06,86489,Woodville Farm Labor Camp CDP,CA,36.083151,-119.147923
06,86496,Woody CDP,CA,35.708148,-118.814396
06,86594,Wrightwood CDP,CA,34.345988,-117.627579
06,86678,Yankee Hill CDP,CA,39.700709,-121.514688
06,86720,Yermo CDP,CA,34.906656,-116.823274
06,86734,Yettem CDP,CA,36.485684,-119.255689
06,86804,Yolo CDP,CA,38.740463,-121.809324
06,86832,Yorba Linda city,CA,33.889038,-117.77207
06,86878,Yosemite Lakes CDP,CA,37.185358,-119.772122
06,86912,Yosemite Valley CDP,CA,37.742523,-119.577626
06,86916,Yosemite West CDP,CA,37.648193,-119.718217
06,86930,Yountville city,CA,38.393512,-122.365536
06,86944,Yreka city,CA,41.724032,-122.63157
06,86972,Yuba City city,CA,39.129842,-121.641549
06,87042,Yucaipa city,CA,34.033582,-117.042898
06,87056,Yucca Valley town,CA,34.123347,-116.421557
06,87090,Zayante CDP,CA,37.089214,-122.040862
08,00320,Acres Green CDP,CO,39.555736,-104.89582
08,00620,Aetna Estates CDP,CO,39.738127,-104.673221
08,00760,Aguilar town,CO,37.403626,-104.655036
08,00870,Air Force Academy CDP,CO,38.994185,-104.863922
08,00925,Akron town,CO,40.163466,-103.220274
08,01090,Alamosa city,CO,37.474528,-105.876956
08,01145,Alamosa East CDP,CO,37.476658,-105.839745
08,01420,Allenspark CDP,CO,40.231281,-105.517986
08,01530,Alma town,CO,39.286131,-106.068893
08,01640,Alpine CDP,CO,37.687805,-106.586097
08,01740,Altona CDP,CO,40.121928,-105.296165
08,01915,Amherst CDP,CO,40.683161,-102.172596
08,02355,Antonito town,CO,37.076246,-106.010332
08,02575,Applewood CDP,CO,39.747481,-105.172965
08,02850,Arapahoe CDP,CO,38.852919,-102.178897
08,02905,Arboles CDP,CO,37.020861,-107.421744
08,03015,Aristocrat Ranchettes CDP,CO,40.108496,-104.760575
08,03235,Arriba town,CO,39.284326,-103.274032
08,03455,Arvada city,CO,39.833728,-105.150306
08,03620,Aspen city,CO,39.195154,-106.836807
08,03730,Aspen Park CDP,CO,39.542654,-105.296307
08,03840,Atwood CDP,CO,40.550477,-103.274598
08,03950,Ault town,CO,40.589208,-104.73943
08,04000,Aurora city,CO,39.703633,-104.720088
08,04110,Avon town,CO,39.641891,-106.51581
08,04165,Avondale CDP,CO,38.235183,-104.348232
08,04620,Bark Ranch CDP,CO,40.117803,-105.440718
08,04935,Basalt town,CO,39.368585,-107.04876
08,05120,Battlement Mesa CDP,CO,39.452767,-108.00394
08,05265,Bayfield town,CO,37.234075,-107.59516
08,06090,Bennett town,CO,39.741727,-104.428719
08,06172,Berkley CDP,CO,39.806595,-105.028775
08,06255,Berthoud town,CO,40.284675,-104.965515
08,06530,Bethune town,CO,39.303822,-102.423414
08,06602,Beulah Valley CDP,CO,38.07271,-104.9817
08,06970,Black Forest CDP,CO,39.063648,-104.679613
08,07025,Black Hawk city,CO,39.801658,-105.493287
08,07190,Blanca town,CO,37.439268,-105.513544
08,07245,Blende CDP,CO,38.249779,-104.568707
08,07410,Blue River town,CO,39.448464,-106.036777
08,07420,Blue Sky CDP,CO,40.300094,-103.805528
08,07455,Blue Valley CDP,CO,39.699687,-105.492107
08,07571,Bonanza town,CO,38.296617,-106.141869
08,07580,Bonanza Mountain Estates CDP,CO,39.97689,-105.479577
08,07795,Boone town,CO,38.250596,-104.26099
08,07850,Boulder city,CO,40.024431,-105.251251
08,08070,Bow Mar town,CO,39.626594,-105.050914
08,08290,Brandon CDP,CO,38.4464,-102.441155
08,08345,Branson town,CO,37.015493,-103.883777
08,08400,Breckenridge town,CO,39.49946,-106.043243
08,08530,Brick Center CDP,CO,39.591236,-104.460798
08,08620,Briggsdale CDP,CO,40.636005,-104.324272
08,08675,Brighton city,CO,39.965699,-104.79417
08,08950,Brook Forest CDP,CO,39.573879,-105.394396
08,09115,Brookside town,CO,38.413495,-105.190945
08,09280,Broomfield city,CO,39.953593,-105.050787
08,09555,Brush city,CO,40.259263,-103.636334
08,10105,Buena Vista town,CO,38.831989,-106.138657
08,10600,Burlington city,CO,39.304171,-102.271466
08,10985,Byers CDP,CO,39.709435,-104.212848
08,11260,Calhan town,CO,39.034429,-104.299341
08,11645,Campo town,CO,37.104711,-102.578798
08,11810,Cañon City city,CO,38.441886,-105.220899
08,11975,Capulin CDP,CO,37.281886,-106.104946
08,12030,Carbonate town,CO,39.746462,-107.340127
08,12045,Carbondale town,CO,39.395559,-107.21502
08,12325,Cascade-Chipita Park CDP,CO,38.947428,-104.998103
08,12387,Castle Pines city,CO,39.46249,-104.870584
08,12393,Castle Pines Village CDP,CO,39.441799,-104.897037
08,12415,Castle Rock town,CO,39.376194,-104.852922
08,12450,Cathedral CDP,CO,38.083629,-107.030681
08,12460,Catherine CDP,CO,39.403756,-107.144959
08,12470,Cattle Creek CDP,CO,39.466634,-107.259917
08,12635,Cedaredge town,CO,38.894097,-107.925485
08,12815,Centennial city,CO,39.590864,-104.863808
08,12855,Center town,CO,37.751236,-106.110564
08,12900,Central city,CO,39.792793,-105.514255
08,12945,Chacra CDP,CO,39.578397,-107.454907
08,13460,Cheraw town,CO,38.10766,-103.511022
08,13590,Cherry Creek CDP,CO,39.609475,-104.864475
08,13845,Cherry Hills Village city,CO,39.637418,-104.94747
08,14175,Cheyenne Wells town,CO,38.819202,-102.35203
08,14587,Cimarron Hills CDP,CO,38.859299,-104.700152
